insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (178712524, 'Allyson', 'Jirak', 'Buxcey', 'Ireland', '1951-02-12T05:35:58Z', 25);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (107354453, 'Asia', 'Bryden', 'Spencers', 'China', '1994-11-08T12:12:45Z', 41);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (119678131, 'Seward', 'Gyde', 'Ritchie', 'China', '1971-12-14T18:56:19Z', 52);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (272133954, 'Freddy', 'Gayther', 'Trunby', 'Sierra Leone', '1999-05-31T03:17:02Z', 34);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (227013391, 'Jorgan', 'Loxton', 'Brobeck', 'Philippines', '1982-07-20T20:36:10Z', 1);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (111131064, 'Virgina', 'Fonteyne', 'Ringwood', 'United States', '1970-02-20T19:23:42Z', 51);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (101590152, 'Parker', 'Ray', 'Dumphry', 'Finland', '2015-11-29T07:40:16Z', 15);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (190042357, 'Alon', 'Crummey', 'Gilberthorpe', 'China', '1988-06-15T06:36:27Z', 42);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (288631781, 'Mignon', 'Risso', 'Alberti', 'Russia', '2000-05-04T22:24:26Z', 32);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (117889210, 'Bryant', 'O''Keenan', 'Ovitts', 'China', '1945-08-25T19:36:30Z', 53);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (194216506, 'Dan', 'Curtain', 'Deighan', 'Indonesia', '1933-07-27T06:24:15Z', 46);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (144325487, 'Aloin', 'Robatham', 'Shallow', 'China', '1956-04-16T10:55:56Z', 13);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (257425048, 'Corny', 'Trolley', 'MacNeill', 'Lithuania', '1964-07-04T23:32:25Z', 36);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (259810276, 'Melamie', 'Cumbridge', 'Strelitz', 'Russia', '1987-12-02T18:35:27Z', 21);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (263388118, 'Uri', 'Gobourn', 'Breukelman', 'Indonesia', '2007-02-28T01:56:56Z', 5);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (160227007, 'Nicoli', 'Sherr', 'Barth', 'Somalia', '1997-12-13T20:05:49Z', 34);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (148499636, 'Hobart', 'Swett', 'Dundridge', 'Guatemala', '1944-05-13T17:13:54Z', 27);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (245498908, 'Sapphire', 'Reuble', 'Toft', 'Philippines', '2017-07-19T01:43:22Z', 37);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (234566613, 'Garrard', 'Colliar', 'Hyndes', 'Thailand', '2006-07-14T08:16:12Z', 33);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (194614044, 'Halley', 'Camous', 'Vairow', 'Russia', '1948-04-26T06:20:38Z', 48);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (281476097, 'Cristionna', 'Wharby', 'Renfrew', 'China', '1965-05-16T00:21:22Z', 1);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (296383772, 'Leone', 'Claibourn', 'Huff', 'Poland', '1939-10-07T20:06:50Z', 40);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (289625626, 'Georgeta', 'Charpling', 'Blinman', 'Angola', '1980-07-25T08:53:02Z', 37);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (209521719, 'Milt', 'Rawcliffe', 'Wakely', 'Kenya', '1960-01-22T01:21:41Z', 19);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (201570959, 'Eldredge', 'Marc', 'De Marchi', 'Indonesia', '2012-10-23T01:53:49Z', 40);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (187060822, 'Candida', 'Culvey', 'Willoway', 'Lesotho', '2019-01-14T22:59:34Z', 30);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (258418893, 'Kristyn', 'Titherington', 'Wheeldon', 'Indonesia', '2018-08-01T15:29:43Z', 18);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (215087251, 'Dasha', 'Galton', 'Naismith', 'Dominican Republic', '1935-04-25T22:27:34Z', 54);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (260804121, 'Andy', 'Gorhardt', 'Truelove', 'Philippines', '1959-07-05T23:02:08Z', 9);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (213695868, 'Agace', 'Galsworthy', 'Tuminelli', 'Indonesia', '2014-06-04T12:57:09Z', 13);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (125641201, 'Durand', 'Hennemann', 'Doody', 'Pakistan', '1980-08-07T03:38:02Z', 29);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (261002890, 'Sue', 'Vasyutkin', 'Sayward', 'Indonesia', '1999-05-19T07:04:24Z', 40);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (282469942, 'L;urette', 'Copping', 'Robuchon', 'France', '1940-07-25T00:32:56Z', 4);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (298371462, 'Gordon', 'Driver', 'Wayland', 'Indonesia', '1941-09-20T10:05:52Z', 24);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (207335260, 'Giffer', 'Steeden', 'Greenless', 'Indonesia', '1942-02-11T03:21:04Z', 33);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (150288557, 'Annabelle', 'Muscroft', 'Hiorn', 'United States', '2017-05-31T13:39:41Z', 13);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (275513027, 'Clint', 'Noteyoung', 'Sickamore', 'China', '1940-10-01T19:33:06Z', 28);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (297178848, 'Christoph', 'Carlill', 'Mewburn', 'Ukraine', '1974-12-22T13:00:17Z', 4);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (120473207, 'Lonnie', 'Le Breton', 'Grey', 'China', '1945-10-21T09:09:23Z', 43);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (257027510, 'Leonore', 'Lowdiane', 'Glasspoole', 'Ireland', '1993-05-18T20:42:40Z', 46);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (214490944, 'Carmita', 'Keepence', 'Boich', 'Honduras', '2017-05-31T06:20:03Z', 44);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (253449668, 'Philomena', 'Archdeckne', 'Pentelow', 'Netherlands', '1954-01-17T11:19:08Z', 25);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (297973924, 'Booth', 'Brayley', 'Matisse', 'Sweden', '1993-12-23T01:36:53Z', 15);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (165991308, 'Celia', 'Wingar', 'Zumbusch', 'Portugal', '1974-05-18T23:34:19Z', 15);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (207136491, 'Ashien', 'Saffon', 'Sedgwick', 'Russia', '1954-08-17T20:05:34Z', 28);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (256828741, 'Blinnie', 'MacLleese', 'Philbrook', 'China', '1981-10-07T03:59:24Z', 44);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (192626354, 'Cari', 'Filippo', 'Lavielle', 'Indonesia', '1954-07-15T19:29:26Z', 18);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (112721216, 'Arlena', 'Atley', 'Banton', 'Poland', '1932-02-09T23:04:36Z', 14);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (141741490, 'Adriano', 'Enticott', 'Royl', 'Brazil', '1951-02-21T20:59:07Z', 2);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (234367844, 'Matthus', 'Egentan', 'McCullogh', 'China', '1974-12-25T16:40:20Z', 46);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (210913102, 'Dewitt', 'Stirgess', 'Kinde', 'Indonesia', '1999-04-05T13:19:16Z', 17);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (192825123, 'Tabina', 'Bowen', 'Harkes', 'Mexico', '1996-12-25T03:14:07Z', 11);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (133790730, 'Rocky', 'Alsina', 'Malins', 'Philippines', '1957-05-01T16:21:14Z', 27);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (148300867, 'Zak', 'Glynne', 'Arbor', 'Russia', '1935-06-23T21:55:15Z', 28);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (129616581, 'Loralee', 'Chadney', 'Sammars', 'Indonesia', '1939-09-12T14:49:46Z', 47);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (204353725, 'Leela', 'Gianettini', 'Allardyce', 'Pakistan', '1941-11-10T15:06:15Z', 28);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (149294712, 'Hobey', 'Zannolli', 'Lindner', 'Philippines', '1991-07-28T17:38:27Z', 17);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (174538375, 'Rheba', 'Bunyan', 'Records', 'Czech Republic', '1954-09-08T19:16:07Z', 30);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (167978998, 'Gordy', 'Ferriere', 'MacCart', 'Finland', '1964-12-07T09:30:29Z', 42);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (171556840, 'Gearalt', 'Maddyson', 'Dimmock', 'Iran', '1961-12-04T13:56:29Z', 16);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (241125990, 'Maddy', 'Lubbock', 'Richardsson', 'Indonesia', '1971-03-24T02:07:11Z', 28);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (236156765, 'Dew', 'Nicolson', 'Batthew', 'Spain', '1961-07-03T23:26:03Z', 19);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (245896446, 'Pris', 'Tyce', 'Isakovic', 'China', '1972-08-22T16:26:54Z', 1);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (141940259, 'Leeann', 'Isgar', 'Bontine', 'China', '1982-02-08T10:37:32Z', 30);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (189247281, 'Elva', 'Liggens', 'Strippling', 'Ukraine', '1953-02-09T16:19:25Z', 4);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (185470670, 'Hester', 'Joanic', 'Mougenel', 'China', '2014-09-22T18:38:33Z', 45);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (135977189, 'Sarene', 'Treat', 'Rubens', 'Russia', '1983-12-12T18:31:21Z', 5);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (225224470, 'Adrianna', 'Kobel', 'Humber', 'Russia', '1939-11-29T05:51:58Z', 21);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (280482252, 'Alwyn', 'Kilty', 'Giuroni', 'China', '1964-09-23T22:41:25Z', 5);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (224826932, 'Bern', 'Ballinghall', 'Roubay', 'Finland', '1959-03-13T09:57:19Z', 31);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (222640473, 'Camel', 'Laviss', 'Critzen', 'India', '1979-12-11T11:32:03Z', 18);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (136374727, 'Sheree', 'Lympany', 'Atteridge', 'South Africa', '2019-05-19T02:36:51Z', 43);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (110733526, 'Loydie', 'Dowyer', 'Ruddiman', 'Russia', '1946-10-11T15:58:36Z', 13);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (196999272, 'Brose', 'Maiklem', 'Barabich', 'Indonesia', '1991-05-14T06:38:46Z', 46);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (175134682, 'Cleo', 'Gaskins', 'Volcker', 'Japan', '1936-12-25T20:07:32Z', 6);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (205148801, 'Halsy', 'Filyashin', 'Gillebride', 'Lithuania', '1931-12-05T04:05:39Z', 46);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (223435549, 'Susy', 'Shailer', 'Ritchie', 'Philippines', '1931-01-23T23:46:53Z', 49);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (283265018, 'Scotty', 'McColley', 'Sier', 'Russia', '1986-01-10T07:31:38Z', 46);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (135579651, 'Holli', 'Lightbody', 'Cursey', 'Uganda', '2007-02-07T21:15:49Z', 34);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (136573496, 'Parry', 'Liff', 'Tirrell', 'China', '1963-07-13T18:18:50Z', 43);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (137368572, 'Lotti', 'Primrose', 'Perrins', 'Philippines', '1979-11-11T19:56:27Z', 5);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (258617662, 'Tabor', 'Penson', 'Birckmann', 'Bhutan', '1982-02-06T02:32:32Z', 18);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (176327296, 'Roselia', 'Morphew', 'Longfut', 'Ivory Coast', '1974-09-24T23:55:39Z', 53);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (246095215, 'Florie', 'Minger', 'Fishpond', 'Kosovo', '2013-02-20T22:39:24Z', 52);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (251263209, 'Delaney', 'Ianelli', 'Abrahmer', 'Sweden', '2013-12-15T06:51:08Z', 33);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (106161839, 'Pablo', 'Pimlett', 'Scrancher', 'Brazil', '1981-10-13T15:41:14Z', 13);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (142934104, 'Stacy', 'Goodnow', 'Fulleylove', 'New Caledonia', '1999-04-27T18:51:43Z', 41);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (100198769, 'Amerigo', 'Biffen', 'Allmann', 'Guinea', '1982-11-28T15:14:35Z', 48);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (110932295, 'Reeta', 'Finlayson', 'Pawson', 'Indonesia', '1983-11-03T12:49:59Z', 23);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (201769728, 'Merrile', 'Mullaney', 'Dobeson', 'Argentina', '1961-05-21T05:51:12Z', 46);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (174935913, 'Fan', 'Fontell', 'Adamides', 'Philippines', '2004-01-24T15:19:39Z', 46);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (187259591, 'Caresse', 'Gogan', 'Francecione', 'China', '1996-11-19T17:15:03Z', 31);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (103577842, 'Buckie', 'Bony', 'Rennard', 'Andorra', '1970-02-22T17:53:13Z', 25);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (165196232, 'Kizzee', 'Whysall', 'Hailwood', 'France', '2014-03-18T01:06:20Z', 3);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (213894637, 'Tucky', 'Tammadge', 'Ville', 'Nigeria', '2010-04-20T08:55:31Z', 7);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (222044166, 'Zackariah', 'Emtage', 'Gooms', 'China', '1990-09-20T21:18:21Z', 48);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (143530411, 'Carmen', 'Kloisner', 'Hancorn', 'Indonesia', '1982-05-09T14:25:07Z', 37);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (153667630, 'Andi', 'Kinsella', 'Mullin', 'Indonesia', '1998-02-27T22:40:23Z', 23);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (173146992, 'Erhard', 'Jacks', 'Bradder', 'Portugal', '1933-02-10T22:16:43Z', 36);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (228603543, 'Federico', 'Petters', 'Haggerstone', 'Russia', '1997-06-06T10:51:52Z', 29);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (218466324, 'Pamella', 'Lambertini', 'Fortie', 'Sweden', '2011-06-03T21:26:22Z', 28);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (268158574, 'Kellie', 'Hannaway', 'Potter', 'China', '2004-10-27T17:12:07Z', 29);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (153866399, 'Trueman', 'Orme', 'Burdett', 'Zambia', '1989-03-15T16:42:49Z', 20);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (198986962, 'Colan', 'Findlay', 'Jewess', 'Ukraine', '1998-04-13T20:37:17Z', 15);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (106360608, 'Dell', 'Codlin', 'Fernehough', 'Tajikistan', '2012-04-03T13:50:15Z', 20);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (128821505, 'Elberta', 'Juden', 'Holleworth', 'Sweden', '2012-03-19T20:04:18Z', 53);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (210515564, 'Howey', 'Bulfield', 'Newvell', 'Peru', '1966-03-10T01:34:54Z', 30);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (105764301, 'Deb', 'Chestnut', 'Life', 'Brazil', '1966-01-04T19:08:14Z', 15);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (252654592, 'Albina', 'Dimmack', 'McKilroe', 'Armenia', '1941-12-14T05:15:44Z', 52);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (290221933, 'Sinclair', 'Jacob', 'Warrener', 'Philippines', '1936-05-10T09:27:13Z', 48);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (216478634, 'Camala', 'Antwis', 'Waite', 'Russia', '1983-04-17T23:51:08Z', 15);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (188452205, 'Caressa', 'Bosward', 'Fyers', 'Philippines', '2007-04-12T13:23:37Z', 55);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (294594851, 'Annmaria', 'Izatson', 'Glader', 'Indonesia', '1997-08-26T14:02:18Z', 47);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (266568422, 'Carlin', 'Alp', 'Huegett', 'Indonesia', '2011-06-06T17:33:46Z', 35);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (132399347, 'Petrina', 'Pentony', 'Brooking', 'Bangladesh', '1969-06-13T05:56:45Z', 55);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (220056476, 'Mollee', 'Jenno', 'Janczak', 'Tanzania', '1938-06-29T20:23:56Z', 45);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (288035474, 'Land', 'Windas', 'Olland', 'China', '1947-09-27T05:57:07Z', 47);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (163009773, 'Celisse', 'Tulloch', 'Staziker', 'China', '1954-09-22T20:00:07Z', 47);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (109938450, 'Rriocard', 'Jennens', 'McCorrie', 'Brazil', '2002-03-12T03:34:46Z', 29);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (264381963, 'Eolanda', 'Plain', 'Seers', 'Peru', '1995-05-21T16:52:58Z', 10);
