insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (121467052, 'Rudyard', 'Pourvoieur', 'Speedin', 'China', '1936-05-04T17:54:16Z', 17);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (112124909, 'Amber', 'Birtley', 'Lagneaux', 'Philippines', '1985-10-30T18:01:15Z', 41);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (166587615, 'Ailene', 'Cursey', 'Gilley', 'Yemen', '1940-11-17T13:08:58Z', 21);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (221646628, 'Spike', 'Hoyland', 'Medlin', 'Malaysia', '1996-11-24T19:24:31Z', 11);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (279289638, 'Suzi', 'Willimont', 'Durgan', 'United States', '2019-05-04T05:32:51Z', 4);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (174339606, 'Adriena', 'Heatley', 'Goggin', 'China', '1979-07-25T03:26:56Z', 42);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (168575305, 'Ferrell', 'Charlson', 'Thursfield', 'Portugal', '1977-01-31T11:30:16Z', 38);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (125442432, 'Tammara', 'Kirkhouse', 'Sainter', 'Netherlands', '1992-05-13T05:38:46Z', 25);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (133393192, 'Angelika', 'Bellee', 'Bert', 'Indonesia', '2017-03-07T17:15:56Z', 41);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (258816431, 'Bobby', 'Else', 'Tows', 'Mexico', '1987-01-22T12:30:18Z', 19);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (233771537, 'Mariellen', 'Crystal', 'Bullingham', 'France', '1936-07-31T12:35:38Z', 36);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (232380154, 'Rockwell', 'Baigrie', 'Biermatowicz', 'Sweden', '1946-01-20T05:27:09Z', 29);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (200775883, 'Kin', 'Boggas', 'Havard', 'China', '1958-07-16T23:00:27Z', 4);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (135380882, 'Manuel', 'Cheesley', 'Earlam', 'Vietnam', '1985-04-25T19:07:23Z', 47);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (252455823, 'Royall', 'Bachs', 'Sinnat', 'China', '2007-09-09T12:08:53Z', 27);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (252257054, 'Melosa', 'Moscone', 'Yaus', 'China', '1981-02-24T14:05:10Z', 38);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (143729180, 'Marcos', 'Stickler', 'Racher', 'China', '1935-07-28T02:22:27Z', 40);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (264978270, 'Hanna', 'Fratczak', 'Rudkin', 'Sweden', '1933-11-21T18:16:31Z', 29);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (236355534, 'Lorne', 'Jullian', 'Nelhams', 'Belarus', '1956-03-12T12:32:46Z', 36);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (219658938, 'Nicol', 'Cubbinelli', 'Whitmarsh', 'Portugal', '1961-06-01T13:10:33Z', 27);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (211906947, 'Federico', 'Milington', 'Gatheridge', 'Russia', '1936-07-25T07:41:23Z', 44);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (190241126, 'Cyrille', 'Dilleway', 'Sparshett', 'China', '1955-10-09T05:38:08Z', 35);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (156847934, 'Vale', 'Petrelli', 'Linacre', 'Canada', '1938-02-28T15:29:43Z', 27);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (102385228, 'Neddie', 'Pyle', 'Fobidge', 'Indonesia', '1998-02-18T06:24:38Z', 54);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (158239317, 'Mahmoud', 'Jancy', 'Gerding', 'New Zealand', '1931-01-22T08:14:08Z', 21);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (108149529, 'Lancelot', 'Gathwaite', 'Waslin', 'United States', '1935-02-13T19:53:28Z', 11);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (195409120, 'Hanny', 'Bygrove', 'Blinerman', 'Brazil', '1942-01-23T04:55:09Z', 36);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (177718679, 'Ardeen', 'Pendall', 'Renoden', 'Mongolia', '1960-10-30T20:56:41Z', 28);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (232976461, 'Sid', 'Joret', 'Robert', 'Philippines', '1968-07-17T21:34:55Z', 50);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (138561186, 'Alejandro', 'Murtagh', 'Warmington', 'Poland', '1954-03-19T14:46:36Z', 14);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (286246553, 'Kelsey', 'Capnerhurst', 'Jakeway', 'Indonesia', '1991-01-14T21:21:00Z', 24);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (115503982, 'Josiah', 'Leacock', 'Joyner', 'France', '1981-10-18T07:08:45Z', 15);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (290619471, 'Wat', 'Kelemen', 'Fincher', 'Serbia', '1994-10-19T03:21:51Z', 37);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (210118026, 'Beau', 'Tweedlie', 'Paulack', 'Japan', '1941-07-14T11:57:40Z', 53);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (123057204, 'Candida', 'Gerbi', 'Lidster', 'Brazil', '2017-02-15T18:47:35Z', 33);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (103379073, 'Chevy', 'Towson', 'Cerman', 'China', '2018-08-25T17:23:57Z', 35);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (123852280, 'Clayson', 'Pamphilon', 'Larn', 'China', '1955-07-27T22:58:36Z', 24);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (188849743, 'Marji', 'Ronisch', 'Icom', 'Indonesia', '1934-03-17T17:50:14Z', 19);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (293203468, 'Frankie', 'Bernat', 'Sterry', 'Greece', '1936-03-28T11:50:22Z', 22);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (158835624, 'Janeva', 'Gillivrie', 'Jeaves', 'Russia', '1978-04-14T05:03:34Z', 10);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (140747645, 'Cate', 'Westlake', 'Bert', 'Tanzania', '1960-01-23T05:22:17Z', 11);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (200179576, 'Angelico', 'Seifert', 'Easbie', 'Sweden', '1960-12-09T23:23:56Z', 41);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (180898983, 'Tymon', 'Ceschi', 'Soutar', 'Lithuania', '1997-06-18T00:23:15Z', 40);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (142735335, 'Xaviera', 'Gibben', 'Pavkovic', 'Canada', '2016-12-19T10:43:46Z', 54);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (127231353, 'Nanon', 'Solman', 'Bellenger', 'China', '1977-04-17T10:44:34Z', 43);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (261599197, 'Fianna', 'Howgate', 'Mary', 'Turkmenistan', '1976-08-06T10:06:13Z', 53);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (161817159, 'Crosby', 'Geeve', 'Hearnes', 'Liberia', '1966-05-01T00:43:34Z', 50);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (259412738, 'Margaretha', 'Addington', 'Eagleton', 'Cuba', '1958-09-14T14:49:56Z', 14);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (122262128, 'Manolo', 'Weight', 'Gall', 'Russia', '1934-03-06T06:05:05Z', 22);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (222839242, 'Tobiah', 'Gamil', 'Jacques', 'Poland', '1965-05-12T16:25:15Z', 46);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (157046703, 'Pauletta', 'Cattell', 'Stores', 'Indonesia', '1943-02-16T10:52:51Z', 52);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (168177767, 'Corenda', 'Woollam', 'Westbrook', 'Greece', '1996-04-09T02:09:30Z', 45);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (102583997, 'Marybeth', 'Larderot', 'Jardein', 'Chile', '1949-10-13T14:23:05Z', 28);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (128225198, 'Branden', 'Pendall', 'Spuffard', 'China', '1941-09-18T23:41:39Z', 11);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (196204196, 'Teddy', 'Lilly', 'Blackader', 'Indonesia', '1982-03-30T00:06:55Z', 8);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (273326568, 'Josey', 'Beckey', 'Rorke', 'Indonesia', '1949-01-18T12:30:17Z', 28);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (228802312, 'Shaylyn', 'Batho', 'Caves', 'France', '2014-12-17T23:46:08Z', 5);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (201173421, 'Hestia', 'Ambrosetti', 'Jozef', 'Philippines', '1993-10-13T17:26:31Z', 25);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (163407311, 'Linet', 'Bonnavant', 'Gossage', 'Philippines', '1984-12-31T05:30:04Z', 35);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (238541993, 'Rebeka', 'Quilleash', 'Burwood', 'Thailand', '2009-08-03T03:45:40Z', 26);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (244505063, 'Heather', 'Gladden', 'Diplock', 'Indonesia', '2017-01-11T01:07:24Z', 51);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (157444241, 'Hobard', 'Larcher', 'Vogel', 'China', '1942-07-30T20:46:39Z', 21);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (182886673, 'Ambrosius', 'Miner', 'Clemenceau', 'United States', '1965-10-08T06:25:04Z', 9);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (131803040, 'Cad', 'Lyngsted', 'McGahey', 'Sweden', '1965-05-08T00:50:40Z', 45);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (159034393, 'Vilma', 'Ticehurst', 'Ealden', 'Luxembourg', '1945-04-15T11:48:23Z', 14);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (210714333, 'Falkner', 'Vequaud', 'Fennick', 'Russia', '1942-09-29T18:43:11Z', 55);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (191632509, 'Molli', 'McGoldrick', 'Verick', 'Brazil', '1940-03-16T18:30:23Z', 30);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (293402237, 'Hobie', 'McCaghan', 'Schild', 'Philippines', '2015-10-09T15:26:19Z', 6);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (135182113, 'Jany', 'Ipplett', 'Halfpenny', 'Philippines', '1932-08-04T04:55:22Z', 52);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (184874363, 'Amble', 'O''Tierney', 'Renshall', 'Malta', '1946-03-05T16:31:15Z', 30);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (291017009, 'Leonhard', 'Fish', 'Fittis', 'Vietnam', '1973-03-31T05:37:54Z', 13);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (240728452, 'Elvin', 'Waterstone', 'Pooke', 'Colombia', '2016-09-17T15:25:22Z', 45);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (231982616, 'Giraldo', 'Stevens', 'Bernaert', 'Brazil', '2013-12-11T18:08:05Z', 2);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (124249818, 'Jewelle', 'Chaudron', 'Viollet', 'Norway', '1948-11-07T09:44:09Z', 25);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (116299058, 'Eimile', 'Quincey', 'Fontell', 'Philippines', '1993-10-19T01:13:34Z', 11);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (228007236, 'Brant', 'Greenfield', 'Wathey', 'Palestinian Territory', '1941-12-02T15:53:00Z', 25);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (199185731, 'Shanta', 'Clayworth', 'Instrell', 'Myanmar', '1960-04-18T16:28:29Z', 29);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (149493481, 'Phil', 'Pinnijar', 'Stroton', 'Bosnia and Herzegovina', '1934-05-26T11:42:37Z', 13);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (216677403, 'Dana', 'Jouanny', 'Klemke', 'Russia', '1959-07-25T20:17:18Z', 42);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (197595579, 'Maren', 'McCumesky', 'Denerley', 'Vietnam', '2002-04-27T07:38:10Z', 6);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (197993117, 'Muffin', 'Schole', 'Hubbis', 'Iran', '2008-01-21T05:47:48Z', 26);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (251461978, 'Franciska', 'Vesco', 'Ladewig', 'Niger', '1942-11-02T12:32:51Z', 27);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (151083633, 'Amelie', 'Gude', 'Storck', 'Bosnia and Herzegovina', '2018-05-07T20:43:13Z', 36);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (275115489, 'Kippar', 'Aspall', 'Hawkshaw', 'Philippines', '2010-07-02T21:31:18Z', 25);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (128423967, 'Kaiser', 'Brewood', 'Rexworthy', 'Russia', '2006-06-12T14:18:26Z', 43);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (226417084, 'Jud', 'Alenin', 'Cockshutt', 'Guatemala', '1989-07-17T08:16:02Z', 17);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (196402965, 'Tabbatha', 'Colin', 'Vasler', 'China', '1949-02-25T16:24:47Z', 33);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (166388846, 'Coral', 'Tonner', 'Andrieux', 'China', '1960-11-12T02:53:52Z', 19);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (144126718, 'Carlyle', 'Rabat', 'Solman', 'Vietnam', '1944-09-08T10:20:45Z', 43);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (216081096, 'Nyssa', 'Valentino', 'Salvador', 'Chad', '1997-12-29T13:46:34Z', 34);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (248082905, 'Dilan', 'Splevins', 'Redwin', 'Greece', '1989-12-23T17:28:20Z', 48);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (225025701, 'Mendel', 'Dirr', 'Hatherell', 'United States', '1960-08-29T11:15:19Z', 20);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (288234243, 'Stanislas', 'Laverock', 'Sellek', 'Russia', '1961-07-13T09:22:28Z', 32);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (287836705, 'Kaela', 'Kenset', 'Sadry', 'Japan', '1953-09-02T03:55:41Z', 5);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (266170884, 'Page', 'Albrook', 'Dimblebee', 'Indonesia', '1961-11-27T23:59:57Z', 55);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (180103907, 'Kristos', 'Wettern', 'Vain', 'Sweden', '2000-08-28T12:45:46Z', 17);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (177917448, 'Rafferty', 'Soreau', 'Rachuig', 'Denmark', '1934-06-10T06:45:16Z', 45);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (270941340, 'Siouxie', 'Wason', 'Sutherel', 'Russia', '1983-11-15T03:46:50Z', 20);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (161022083, 'Maribeth', 'Lightowler', 'Monnoyer', 'Bangladesh', '1971-11-09T11:20:51Z', 12);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (189843588, 'Frayda', 'Bromby', 'Grigorescu', 'China', '1962-06-23T09:10:27Z', 15);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (258220124, 'Waylon', 'Wilkenson', 'O'' Molan', 'China', '1987-11-04T02:56:03Z', 11);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (231783847, 'Tandie', 'Runnett', 'Corington', 'Nicaragua', '1957-03-01T19:38:44Z', 12);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (113516292, 'Alix', 'Cornbill', 'Demongeot', 'Colombia', '1988-05-10T12:23:03Z', 37);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (243511218, 'Ann', 'Cowdrey', 'Wain', 'Peru', '1960-12-20T21:31:14Z', 44);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (146710715, 'Ruby', 'Colleer', 'Laker', 'Russia', '1980-12-08T01:22:56Z', 38);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (212105716, 'Sophey', 'Aleshkov', 'Pirelli', 'Myanmar', '2014-12-24T12:56:40Z', 10);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (199782038, 'Elianore', 'Munt', 'Bowater', 'Brazil', '1952-03-05T15:46:57Z', 47);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (151481171, 'Merilyn', 'Spinas', 'Cristobal', 'Philippines', '1937-06-23T09:47:35Z', 9);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (215286020, 'Alfred', 'Paget', 'Bannester', 'Indonesia', '1963-01-05T12:36:25Z', 55);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (134387037, 'Ted', 'MacGilrewy', 'Paolillo', 'Indonesia', '1948-05-07T20:30:50Z', 13);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (142139028, 'Warde', 'McShane', 'Budd', 'France', '2002-06-06T13:03:35Z', 15);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (196800503, 'Garnet', 'Sperski', 'Thew', 'Indonesia', '1980-03-27T22:12:27Z', 10);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (183284211, 'Tova', 'Ithell', 'Groomebridge', 'Indonesia', '1997-03-16T12:04:29Z', 32);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (117690441, 'Lil', 'Boxen', 'Begbie', 'Finland', '1995-07-15T21:59:06Z', 48);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (296582541, 'Sallyanne', 'Dallaway', 'Tearney', 'China', '1978-09-10T08:49:38Z', 22);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (283463787, 'Arleyne', 'Fenlon', 'Frayne', 'Tanzania', '2006-02-17T02:22:04Z', 25);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (173544530, 'Petronella', 'Doig', 'Feldmesser', 'Russia', '2006-07-13T01:59:01Z', 52);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (241523528, 'Florrie', 'Merington', 'Ferrettini', 'China', '1975-06-24T17:57:09Z', 55);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (118286748, 'Brad', 'Chelam', 'Sobieski', 'France', '1966-03-07T18:50:52Z', 32);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (153270092, 'Laurel', 'Banbrick', 'Geroldo', 'Poland', '1971-06-29T02:25:23Z', 43);
