insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-04-03T07:08:51Z', 1, 138, 628002653);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-02-04T08:40:32Z', 1, 165, 221646628);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-03-18T08:06:01Z', 1, 125, 618650861);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-06-12T14:33:31Z', 3, 18, 671059862);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-05-27T04:25:58Z', 3, 11, 837159616);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-02-01T05:31:05Z', 1, 85, 166786384);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-03-23T20:51:48Z', 1, 119, 557669384);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-06-12T10:22:21Z', 1, 84, 589816169);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-02-01T01:28:15Z', 3, 160, 418668790);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-01-15T18:06:09Z', 3, 34, 400771202);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-02-01T07:06:33Z', 2, 145, 270345033);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-02-28T10:13:37Z', 2, 56, 639692393);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-01-26T08:16:19Z', 3, 157, 267164729);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-02-10T17:09:42Z', 2, 197, 124846125);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-06-22T02:19:42Z', 1, 75, 587478221);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-01-17T16:57:53Z', 1, 170, 830340601);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-02-08T22:04:02Z', 1, 198, 276506872);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-03-06T17:41:28Z', 2, 188, 420225102);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-05-22T19:32:39Z', 1, 108, 405440138);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-01-28T20:26:59Z', 3, 179, 482866660);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-02-11T08:51:25Z', 1, 112, 543252038);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-04-23T05:02:56Z', 2, 22, 602674883);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-05-29T13:51:01Z', 3, 99, 251660747);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-03-06T02:47:46Z', 2, 111, 965339419);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-03-08T07:57:41Z', 1, 28, 744615841);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-06-13T23:33:16Z', 2, 166, 255636127);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-01-19T18:42:17Z', 3, 116, 257027510);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-01-30T08:41:47Z', 3, 150, 198986962);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2019-12-10T05:15:13Z', 2, 142, 395907727);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-02-12T11:31:29Z', 1, 165, 669111572);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2019-12-24T21:39:06Z', 2, 169, 287439167);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2019-12-11T12:53:25Z', 3, 130, 128423967);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2019-12-18T04:50:31Z', 2, 74, 620988809);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-01-21T22:53:03Z', 1, 58, 823716415);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-04-19T02:07:30Z', 2, 5, 722600164);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-04-04T01:16:45Z', 2, 151, 554552120);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2019-12-16T10:42:33Z', 2, 138, 396102266);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-02-03T09:24:50Z', 3, 146, 818261203);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-03-04T00:18:22Z', 3, 192, 567410834);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-06-07T13:43:17Z', 2, 151, 228802312);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-03-11T07:36:50Z', 1, 137, 207534029);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-04-29T23:52:31Z', 3, 102, 107354453);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-01-12T09:39:19Z', 3, 199, 384624465);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-04-10T20:31:32Z', 1, 138, 194216506);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-01-26T04:42:21Z', 1, 71, 288035474);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-03-24T07:29:38Z', 2, 102, 134784575);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-03-31T01:09:20Z', 3, 33, 561176306);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-01-12T11:54:00Z', 1, 196, 628197482);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-06-20T00:20:00Z', 1, 18, 663071873);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-02-12T20:23:28Z', 2, 177, 110932295);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-06-25T00:27:07Z', 1, 6, 926715642);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-02-16T07:17:25Z', 2, 18, 169171612);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-01-22T10:25:56Z', 1, 133, 911079743);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-02-24T13:45:36Z', 1, 87, 703896580);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-03-20T10:36:39Z', 3, 101, 480921270);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-03-30T11:31:17Z', 1, 164, 511494911);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-06-02T11:54:37Z', 2, 191, 253250899);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-03-04T00:22:01Z', 3, 132, 577152284);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2019-12-07T07:08:49Z', 2, 171, 810273214);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-04-22T11:03:48Z', 1, 128, 528250205);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-01-19T07:01:22Z', 3, 18, 901656784);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2019-12-13T00:11:14Z', 1, 193, 649044185);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-03-09T16:56:48Z', 3, 183, 553188317);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-04-26T14:53:18Z', 2, 44, 378010139);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-02-19T05:00:44Z', 3, 175, 103180304);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2019-12-12T20:14:07Z', 3, 45, 323733758);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-01-16T01:19:24Z', 2, 69, 336378793);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-02-06T07:38:30Z', 2, 188, 615143939);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-02-25T21:46:32Z', 2, 22, 634821668);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-03-16T14:37:25Z', 1, 38, 853720081);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-05-08T21:34:20Z', 1, 151, 753383146);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-03-25T15:11:43Z', 1, 194, 195011582);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-03-29T06:19:57Z', 2, 146, 673397810);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-04-23T03:11:43Z', 1, 184, 207136491);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-03-09T14:26:11Z', 3, 83, 112919985);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2019-12-18T01:38:20Z', 2, 38, 290221933);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'true', '2020-03-21T14:49:29Z', 1, 51, 849628672);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-06-13T04:02:30Z', 1, 59, 644952776);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2019-12-22T22:26:18Z', 3, 199, 927544034);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-06-04T08:28:26Z', 2, 96, 535653707);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-06-05T14:02:35Z', 2, 37, 740329603);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-01-13T11:17:44Z', 2, 70, 265177039);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-06-19T15:19:43Z', 1, 121, 561955622);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('false', 'false', '2020-03-19T15:45:49Z', 2, 190, 185073132);
insert into Paciente (internado, uci, fechaIngreso, idEstadoPaciente, idCentroHospitalario, cedula) values ('true', 'false', '2020-02-19T09:28:13Z', 1, 35, 526107086);
