insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (418668790, 'Catherine', 'Oggers', 'Lafflin', 'Indonesia', '2006-01-10T22:49:34Z', 64);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (470221625, 'Jodie', 'Tolerton', 'Giannotti', 'Turkmenistan', '2018-06-05T03:52:28Z', 86);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (369255884, 'Aigneis', 'Bunny', 'Cargo', 'Austria', '1991-06-06T17:09:38Z', 69);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (405051060, 'Horatio', 'Melrose', 'Birdsall', 'Thailand', '1931-09-20T02:56:51Z', 83);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (449989569, 'Hersch', 'Stoddart', 'Minney', 'China', '2015-08-06T10:41:17Z', 90);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (328986311, 'Alyce', 'Deas', 'Gemelli', 'United States', '1974-07-22T19:30:29Z', 71);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (327624538, 'Rockey', 'Clemmow', 'Androck', 'Russia', '1978-05-08T14:58:22Z', 64);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (336767871, 'Sergei', 'Boath', 'Gossipin', 'Greece', '1953-04-13T15:19:04Z', 71);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (464579994, 'Wilbert', 'Brice', 'Spiaggia', 'France', '1967-02-02T20:20:56Z', 92);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (399798507, 'Petronella', 'Twelvetrees', 'Dmitr', 'Canada', '1933-07-18T10:39:12Z', 67);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (380344607, 'Davie', 'Ibanez', 'Carreck', 'Indonesia', '2015-11-12T23:35:52Z', 71);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (328013616, 'Ave', 'Mabbs', 'Palfery', 'France', '2014-07-16T18:34:08Z', 66);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (304279858, 'Claudette', 'Engall', 'Adamik', 'China', '1996-10-05T09:09:08Z', 65);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (412443542, 'Lucian', 'Schoolcroft', 'Huyhton', 'Vietnam', '1940-02-20T14:17:07Z', 73);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (391433330, 'Lilyan', 'Sproul', 'Berceros', 'South Africa', '1980-03-17T22:58:11Z', 61);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (301361773, 'Sherri', 'Munnings', 'Cheine', 'Poland', '1956-02-08T07:00:15Z', 73);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (329375389, 'Jamie', 'Skittle', 'Dunkerk', 'China', '1943-02-06T10:43:27Z', 56);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (308170638, 'Didi', 'de Quincey', 'Shropshire', 'Sweden', '2010-07-23T17:21:06Z', 91);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (490064603, 'Fenelia', 'Kenninghan', 'Stubbe', 'United States', '2014-11-10T23:55:52Z', 69);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (467109001, 'Rik', 'Le Marquis', 'Crosthwaite', 'Republic of the Congo', '1958-12-28T18:28:57Z', 81);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (411859925, 'Gena', 'Kliche', 'Jardin', 'China', '1954-10-04T08:04:13Z', 76);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (364976026, 'Lyssa', 'Sharkey', 'Robathon', 'China', '2018-07-11T19:39:14Z', 87);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (363225175, 'Reggis', 'Surplice', 'Bahlmann', 'Czech Republic', '2012-05-28T23:12:13Z', 79);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (461661909, 'Rheba', 'Sturror', 'Tooker', 'Indonesia', '1945-06-06T17:01:56Z', 67);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (362252480, 'Grace', 'Batterham', 'Sharland', 'Philippines', '1979-07-02T05:59:15Z', 88);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (361085246, 'Jeni', 'Ritchard', 'Janman', 'Panama', '1940-04-10T20:25:36Z', 57);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (342020424, 'Allyson', 'Smale', 'Arents', 'Uruguay', '1967-11-01T15:47:16Z', 66);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (466719923, 'Jamesy', 'Garbutt', 'Powis', 'Philippines', '2015-06-18T01:41:15Z', 61);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (425088577, 'Cyril', 'Bonson', 'MacShirie', 'Ethiopia', '1947-04-04T06:23:54Z', 71);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (401938436, 'Karlen', 'Brasseur', 'MacKenney', 'Ukraine', '1970-12-14T05:23:29Z', 60);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (449016874, 'Shir', 'Plitz', 'O''Shaughnessy', 'China', '1971-05-07T15:18:41Z', 57);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (370228579, 'Ilysa', 'Verrall', 'ducarme', 'Indonesia', '2016-07-13T20:56:26Z', 69);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (443958860, 'Hadlee', 'Cullen', 'Bottjer', 'Brazil', '1939-08-12T01:08:44Z', 88);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (382873614, 'Genevra', 'Sabben', 'Hammett', 'China', '1970-08-26T13:52:59Z', 82);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (378204678, 'Sibylle', 'Jiranek', 'Rochester', 'Philippines', '1948-07-01T05:56:13Z', 79);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (345716665, 'Malchy', 'Dobel', 'Grim', 'Poland', '1944-05-12T14:45:16Z', 84);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (405440138, 'Urbain', 'Philips', 'Eilers', 'Portugal', '1962-02-11T17:41:38Z', 61);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (321788368, 'Saraann', 'Dudderidge', 'Beaves', 'China', '2010-06-25T17:33:22Z', 86);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (401160280, 'Danny', 'Ellingworth', 'Brumbie', 'Brazil', '1951-02-27T04:28:13Z', 59);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (442597087, 'Olivie', 'Woolhouse', 'Dressel', 'Luxembourg', '1991-09-16T00:27:24Z', 71);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (466136306, 'Carny', 'Castaneda', 'Bugdall', 'Ethiopia', '1983-11-13T14:36:00Z', 83);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (375092054, 'Gunner', 'Redmile', 'Fuge', 'Democratic Republic of the Congo', '1949-03-05T01:06:15Z', 78);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (371590352, 'Tirrell', 'Olerenshaw', 'Pllu', 'Venezuela', '2017-10-30T04:55:51Z', 80);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (316146737, 'Dill', 'Courage', 'Moodie', 'Japan', '1979-12-17T09:02:16Z', 78);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (408552762, 'Lauretta', 'Yonnie', 'Antoszewski', 'Indonesia', '1946-07-12T17:30:56Z', 92);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (470805242, 'Mortie', 'Guerrero', 'Yerlett', 'China', '1943-05-23T20:13:40Z', 56);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (328208155, 'Denni', 'Herkess', 'Coryndon', 'Brazil', '1937-11-18T13:44:42Z', 78);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (319648439, 'Pietrek', 'MacKeever', 'Obey', 'Finland', '1932-05-10T02:30:23Z', 60);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (432870137, 'Lorita', 'Shuter', 'Severn', 'China', '1935-09-02T18:08:52Z', 83);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (361279785, 'Dorie', 'Huxter', 'Halleybone', 'Brazil', '1944-12-08T23:23:11Z', 83);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (416723400, 'Lynde', 'Hand', 'Ostridge', 'Portugal', '1933-04-29T16:37:17Z', 91);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (486368362, 'Sydelle', 'Bonett', 'Marian', 'Croatia', '1981-03-04T19:02:54Z', 67);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (379177373, 'Dori', 'Assante', 'Mccaull', 'China', '1952-07-01T18:24:12Z', 75);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (385013543, 'Kesley', 'Gillions', 'Oiseau', 'China', '1950-12-31T22:26:56Z', 71);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (389293401, 'Virginia', 'Nashe', 'Edgson', 'Indonesia', '1990-02-08T19:36:08Z', 79);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (329569928, 'Tome', 'Slite', 'Ledstone', 'Ecuador', '2019-06-20T05:06:04Z', 66);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (337546027, 'Alysa', 'Dosdill', 'Gianiello', 'China', '1951-12-12T21:52:31Z', 56);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (475085100, 'Grover', 'Signorelli', 'Wiseman', 'Spain', '1990-09-25T08:07:41Z', 93);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (331515318, 'Jeremias', 'Hazzard', 'Moodey', 'Indonesia', '1943-04-28T05:55:36Z', 82);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (318286666, 'Ardath', 'Swanton', 'Grigoryev', 'Brazil', '2008-12-17T10:22:02Z', 82);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (378010139, 'Jessalin', 'Nicolson', 'Klulicek', 'China', '1930-09-08T18:24:44Z', 87);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (474306944, 'Skipper', 'Kittles', 'Bloyes', 'Niger', '1985-07-07T22:02:37Z', 65);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (492982688, 'Simmonds', 'Molen', 'Steptow', 'Mexico', '1969-11-11T06:31:40Z', 68);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (393573259, 'Clarence', 'Peat', 'Gaskamp', 'Portugal', '1962-07-27T14:19:50Z', 63);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (392211486, 'Gian', 'Celes', 'Dallender', 'Netherlands', '2002-06-10T05:28:34Z', 65);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (490453681, 'Niles', 'Goulborne', 'Tassell', 'Indonesia', '1991-03-06T23:24:15Z', 61);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (425866733, 'Rose', 'Slowcock', 'Stonall', 'Portugal', '1958-03-02T02:03:09Z', 84);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (319064822, 'Bobette', 'Thornborrow', 'Hollebon', 'United States', '1964-09-22T12:59:27Z', 58);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (418279712, 'Dav', 'Elan', 'Floodgate', 'Philippines', '2008-02-10T07:43:02Z', 85);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (343187658, 'Truman', 'Masson', 'Moorey', 'Indonesia', '1945-09-06T09:32:22Z', 82);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (397269500, 'Skip', 'Learoyd', 'Couling', 'Brazil', '2014-02-25T23:15:54Z', 70);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (442208009, 'Keir', 'Tebbe', 'Minnock', 'China', '1931-03-16T08:19:45Z', 69);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (385986238, 'Casie', 'Rastall', 'Adolthine', 'Equatorial Guinea', '1938-05-25T03:36:26Z', 65);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (386569855, 'Hebert', 'Stephen', 'Whitland', 'Russia', '1987-04-22T22:42:51Z', 82);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (457965668, 'Lammond', 'Pride', 'Wolfarth', 'Central African Republic', '1973-08-01T09:16:49Z', 62);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (320037517, 'Vachel', 'Collishaw', 'Yeats', 'Brazil', '2003-03-11T20:58:48Z', 66);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (367699572, 'Van', 'Plumer', 'Harner', 'Russia', '2013-12-11T19:42:22Z', 93);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (360696168, 'Rusty', 'De Dantesie', 'Revey', 'Canada', '2002-11-16T01:30:13Z', 89);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (470999781, 'Mala', 'Fretwell', 'Eddis', 'Philippines', '1976-03-23T09:26:29Z', 87);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (414972549, 'Laureen', 'Amott', 'Gwilt', 'Portugal', '1954-01-03T08:15:40Z', 83);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (404661982, 'Jarred', 'Kensington', 'Mowlam', 'Indonesia', '1943-10-04T18:47:56Z', 59);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (321204751, 'Ronnie', 'Spedding', 'Burles', 'Argentina', '1973-07-10T19:01:41Z', 76);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (323150141, 'Calhoun', 'Elwill', 'Whether', 'China', '1949-02-19T03:51:22Z', 68);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (310116028, 'Jodi', 'Paal', 'Oehme', 'Russia', '2018-07-14T22:28:46Z', 74);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (460105597, 'Alex', 'Dagwell', 'Scambler', 'Bosnia and Herzegovina', '1985-05-08T16:24:22Z', 74);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (300778156, 'Lowell', 'Shepherdson', 'Ethridge', 'Indonesia', '1943-01-26T21:20:08Z', 61);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (326651843, 'Edee', 'Farlane', 'Sowley', 'Philippines', '2003-07-18T17:06:12Z', 76);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (366726877, 'Nicola', 'Thelwll', 'Nuemann', 'Philippines', '1963-11-11T19:26:29Z', 90);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (467303540, 'Elmer', 'Wegenen', 'Andrioletti', 'North Korea', '1997-06-24T18:48:12Z', 66);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (494149922, 'Jay', 'Hodcroft', 'Lehrmann', 'Thailand', '1969-06-24T06:00:41Z', 57);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (389877018, 'Nanon', 'Eck', 'Caplin', 'Philippines', '2007-05-04T21:17:32Z', 75);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (353498225, 'Martino', 'Drexel', 'Dugan', 'Nigeria', '2013-06-16T13:30:56Z', 89);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (427228506, 'Sheba', 'Dark', 'Barltrop', 'Philippines', '2005-03-15T00:29:36Z', 91);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (369644962, 'Fancy', 'Pill', 'Chastelain', 'Portugal', '1931-12-23T04:38:00Z', 65);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (301945390, 'Emilee', 'Canfer', 'Yegorov', 'Poland', '2011-07-16T07:56:17Z', 60);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (333655247, 'Cyndie', 'Studdal', 'Frick', 'Indonesia', '1996-08-11T03:01:32Z', 74);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (330931701, 'Nico', 'Wethered', 'Dafter', 'Ecuador', '1985-02-26T11:50:07Z', 71);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (303696241, 'Sigfrid', 'Calcut', 'Charlotte', 'Iran', '1934-12-18T20:22:29Z', 57);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (415361627, 'Curcio', 'Le feaver', 'Boskell', 'Sweden', '2016-09-11T08:22:10Z', 83);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (469248930, 'Maressa', 'Quidenham', 'Stoaks', 'China', '1945-02-03T02:33:46Z', 66);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (316535815, 'Feliza', 'Arnaudin', 'Whatmough', 'Indonesia', '1963-09-28T15:31:05Z', 92);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (334044325, 'Gipsy', 'Drake', 'Flaxman', 'Poland', '1951-08-14T18:06:55Z', 72);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (487146518, 'Harley', 'Suddock', 'Pachta', 'United States', '1996-10-22T04:03:49Z', 81);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (425283116, 'Alleyn', 'Geindre', 'Lehrer', 'Argentina', '1997-01-25T07:04:41Z', 60);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (422754109, 'Fred', 'Eastcott', 'Milleton', 'Czech Republic', '1964-02-02T10:43:02Z', 82);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (314590425, 'Bella', 'Rasch', 'Phelit', 'Portugal', '1983-01-21T00:01:58Z', 75);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (453491271, 'Merry', 'Elam', 'Pessler', 'Greece', '1966-08-26T13:47:59Z', 66);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (362057941, 'Petronilla', 'Reddyhoff', 'Friedank', 'China', '1968-08-11T17:41:05Z', 88);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (336184254, 'Bart', 'Irnis', 'Klimt', 'Indonesia', '1972-12-02T15:38:49Z', 83);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (460494675, 'Sandra', 'Ferby', 'Ghost', 'China', '1969-11-09T05:37:24Z', 86);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (492788149, 'Isaak', 'Nye', 'Backwell', 'Portugal', '1989-12-15T00:01:39Z', 90);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (305058014, 'Karl', 'Screach', 'Tockell', 'China', '1951-10-26T19:14:14Z', 69);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (400965741, 'Karla', 'Sclanders', 'Hanscomb', 'Benin', '1993-09-30T23:32:29Z', 69);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (475668717, 'Ursola', 'Bushen', 'Fache', 'China', '1940-07-02T10:11:43Z', 57);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (377037444, 'Kylen', 'Pidgen', 'Crebo', 'Vietnam', '1998-10-05T01:20:07Z', 57);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (345522126, 'Kinna', 'O''Crigan', 'Blasoni', 'Colombia', '1973-01-29T23:27:06Z', 72);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (433648293, 'Constancia', 'Corteney', 'Rawcliffe', 'Indonesia', '1945-11-12T16:11:27Z', 69);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (339491417, 'Fernanda', 'Weatherill', 'McCarry', 'Canada', '1978-01-08T18:14:27Z', 73);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (489286447, 'Aurlie', 'Benmore', 'Scaddon', 'Albania', '1973-01-23T21:10:34Z', 81);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (389682479, 'Tillie', 'De Micoli', 'Lilywhite', 'Indonesia', '1954-12-04T03:35:47Z', 91);
