insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (179706369, 'Lovell', 'Mecco', 'Pavinese', 'Czech Republic', '1948-11-27T05:59:23Z', 45);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (148897174, 'Merridie', 'Seawright', 'Gleeton', 'France', '1950-02-03T16:26:25Z', 41);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (250070595, 'Milli', 'Patzelt', 'Gwynne', 'Russia', '1936-11-28T13:22:19Z', 24);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (119479362, 'Ashlie', 'Chismon', 'Turfus', 'Indonesia', '1964-04-01T03:44:53Z', 20);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (276308103, 'Marris', 'Hullah', 'Lohoar', 'Indonesia', '1934-06-21T07:03:23Z', 41);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (284060094, 'Stillmann', 'Ridsdell', 'Dartnall', 'Argentina', '1980-03-09T00:37:33Z', 49);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (172749454, 'Chester', 'Videan', 'Marcu', 'Philippines', '2010-09-18T21:24:24Z', 52);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (209919257, 'Anselma', 'Olennikov', 'Mularkey', 'Brazil', '1968-02-05T02:32:17Z', 2);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (218665093, 'Derk', 'Lackeye', 'Bradly', 'Portugal', '1953-10-10T07:19:22Z', 15);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (145518101, 'Marney', 'Levick', 'Cowndley', 'China', '1998-12-25T15:47:42Z', 44);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (153468861, 'Barbara', 'Maleham', 'Brayshay', 'Philippines', '1947-09-03T05:51:25Z', 8);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (156052858, 'Meridith', 'Ripon', 'Hirsthouse', 'China', '1935-11-06T07:09:13Z', 28);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (197396810, 'Bobbye', 'Hulles', 'Copsey', 'Brazil', '1975-06-09T21:17:39Z', 42);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (284258863, 'Bern', 'Spring', 'Megainey', 'Nigeria', '2017-03-26T15:35:01Z', 15);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (214093406, 'Chaddy', 'Lohmeyer', 'Aherne', 'China', '2007-05-07T10:59:36Z', 41);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (283861325, 'Lotte', 'Freddi', 'Pendle', 'Belarus', '2012-06-27T14:23:02Z', 33);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (163208542, 'Keven', 'Knibbs', 'Tilliards', 'North Korea', '1948-11-02T22:12:02Z', 5);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (267562267, 'Philippine', 'Wheelhouse', 'Thairs', 'Poland', '2000-11-03T14:04:33Z', 36);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (297775155, 'Hansiain', 'Knevit', 'Crosdill', 'China', '2009-10-17T09:33:25Z', 39);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (208130336, 'Gran', 'Sheilds', 'Wingar', 'Vietnam', '1955-08-02T02:01:16Z', 20);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (158040548, 'Aridatha', 'Storres', 'Poland', 'Russia', '1987-03-29T03:21:57Z', 3);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (237945686, 'Vale', 'Barrett', 'Agiolfinger', 'Indonesia', '1936-03-21T20:46:12Z', 19);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (286047784, 'Vin', 'Hryniewicz', 'Forte', 'Cuba', '2003-04-02T20:36:53Z', 41);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (109342143, 'Rhonda', 'Barnett', 'Merlin', 'Indonesia', '2007-08-29T10:44:58Z', 4);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (319259361, 'Rebe', 'Maskew', 'Pridie', 'Chile', '2018-02-14T07:06:43Z', 70);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (335211559, 'Jolee', 'Mazella', 'Dreus', 'Norway', '1931-09-12T15:30:33Z', 71);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (499402475, 'Debbi', 'Caldecott', 'Swiffin', 'Indonesia', '2008-09-15T07:42:36Z', 87);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (375286593, 'Valery', 'Sommerville', 'MacLaughlin', 'Poland', '2009-05-19T23:54:39Z', 59);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (424115882, 'Mira', 'Roubottom', 'Goning', 'China', '1984-04-14T03:14:10Z', 67);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (435010066, 'Delano', 'Houltham', 'Leftridge', 'China', '1989-06-13T09:27:26Z', 92);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (410109074, 'Winnie', 'Tabart', 'Quinion', 'Thailand', '1953-04-11T11:50:32Z', 92);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (305447092, 'Jayson', 'Ponsford', 'Pflieger', 'Japan', '2001-10-26T02:05:13Z', 61);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (457771129, 'Levon', 'Abram', 'Loughney', 'Czech Republic', '1993-09-09T16:02:49Z', 65);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (331126240, 'Jackelyn', 'Whittleton', 'Morritt', 'China', '1987-12-25T10:34:05Z', 86);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (494344461, 'Mada', 'Grinley', 'Coulling', 'Portugal', '1996-02-25T06:05:54Z', 65);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (484228433, 'Katrine', 'Mold', 'Hampe', 'Uganda', '2010-04-27T19:22:10Z', 62);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (315563120, 'Tybalt', 'Kirk', 'Naughton', 'Moldova', '1968-01-26T02:21:31Z', 82);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (301556312, 'Neile', 'McGeown', 'Argrave', 'Poland', '2019-03-17T15:31:28Z', 89);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (338907800, 'Rodge', 'Rubinsztein', 'Sandbrook', 'North Korea', '1979-08-17T06:55:17Z', 65);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (450378647, 'Lorelei', 'Yoakley', 'Willans', 'Portugal', '1964-12-20T19:14:53Z', 66);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (479170419, 'Milka', 'Wastall', 'Snashall', 'France', '1955-03-01T15:38:17Z', 79);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (478975880, 'Tabbie', 'Douse', 'Petrulis', 'Chad', '1932-06-04T20:13:36Z', 87);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (489870064, 'Shae', 'Severns', 'Buxcey', 'China', '1955-01-29T23:03:26Z', 64);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (338129644, 'Bridget', 'Warrender', 'Ashfull', 'Sri Lanka', '2013-03-06T04:25:15Z', 87);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (374313898, 'Derron', 'Taill', 'Dreschler', 'France', '1951-10-25T08:16:31Z', 87);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (418474251, 'Milena', 'Sedgemore', 'Cochern', 'China', '1999-11-29T22:43:18Z', 62);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (492593610, 'Mikaela', 'Janek', 'Feares', 'Russia', '2011-06-08T22:47:39Z', 65);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (333266169, 'Janet', 'Fullman', 'Gerb', 'France', '1940-10-08T05:23:39Z', 64);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (343382197, 'Beverley', 'Ffrench', 'Meffan', 'Burkina Faso', '1955-01-31T04:12:13Z', 90);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (371201274, 'Gabriella', 'Manston', 'Goshawke', 'United States', '1991-07-25T20:32:57Z', 82);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (306225248, 'Temp', 'Mcimmie', 'Gillice', 'Indonesia', '2011-10-31T23:38:40Z', 66);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (308754255, 'Helaine', 'Dron', 'Hubatsch', 'Indonesia', '1954-06-11T23:37:34Z', 91);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (455436661, 'Letta', 'Purnell', 'Mathie', 'Syria', '1998-04-12T15:39:44Z', 88);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (473723327, 'Zachariah', 'Wimbury', 'Kinnier', 'Indonesia', '1974-09-24T19:29:45Z', 73);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (317703049, 'Ron', 'Eagles', 'Guihen', 'Dominican Republic', '2004-12-17T09:10:01Z', 75);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (397658578, 'Conrado', 'Syversen', 'Dye', 'Myanmar', '1951-12-29T23:57:55Z', 57);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (497651624, 'Aurel', 'Rabbitt', 'Lardeur', 'Jordan', '1957-09-05T20:13:39Z', 86);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (321982907, 'Vicki', 'How', 'Dossit', 'Argentina', '1959-11-26T18:42:44Z', 83);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (309337872, 'Uri', 'Mackelworth', 'Ahren', 'Philippines', '1981-11-28T20:00:21Z', 68);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (428006662, 'Rice', 'Porter', 'Oels', 'China', '1962-02-19T11:42:12Z', 65);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (350580140, 'Junina', 'Kinig', 'Ditt', 'China', '1994-12-25T19:58:27Z', 70);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (451740420, 'Maynord', 'Ingon', 'Sitwell', 'Kosovo', '1938-12-27T02:49:26Z', 66);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (321593829, 'Grace', 'Newcomb', 'Swenson', 'China', '2013-02-27T22:22:11Z', 83);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (483450277, 'Dore', 'Fieller', 'Caston', 'Portugal', '1965-09-19T18:05:34Z', 68);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (419252407, 'Sybil', 'Burel', 'Devon', 'Albania', '1993-12-26T10:29:03Z', 73);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (496484390, 'Rozanna', 'Abrams', 'Ioannidis', 'Brazil', '1972-09-25T13:11:46Z', 79);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (340075034, 'Grenville', 'Tutchener', 'Cuvley', 'Cuba', '2019-01-15T09:41:33Z', 80);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (457187512, 'Lorette', 'Cattow', 'Boldra', 'Kenya', '1964-11-04T22:13:00Z', 90);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (484033894, 'Abbey', 'Tubbs', 'Gurnay', 'Botswana', '1977-01-12T19:48:34Z', 63);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (305836170, 'Carson', 'O''Neal', 'Fortman', 'China', '1935-07-24T13:18:14Z', 80);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (388904323, 'Britte', 'Fillan', 'Moncrefe', 'China', '1939-04-13T23:27:00Z', 63);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (374119359, 'Archaimbaud', 'Danko', 'Vassano', 'Poland', '1969-05-07T18:25:12Z', 69);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (480921270, 'Jozef', 'Gocke', 'Ivanitsa', 'France', '1995-10-02T09:37:23Z', 71);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (421392336, 'Sorcha', 'Mival', 'Dautry', 'China', '1967-03-02T05:36:58Z', 83);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (472945171, 'Regine', 'Poolton', 'Sillis', 'Argentina', '1976-12-24T15:36:49Z', 80);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (344743970, 'Launce', 'Quan', 'Farrand', 'France', '1980-11-15T19:11:30Z', 92);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (415945244, 'Antonie', 'Shawel', 'Mattke', 'Nigeria', '1930-12-12T04:43:53Z', 74);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (422170492, 'Rupert', 'Monahan', 'Howel', 'Indonesia', '1942-10-30T18:36:02Z', 91);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (352720069, 'Cheri', 'Plevey', 'Waterhowse', 'Poland', '1954-01-26T23:31:33Z', 74);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (331709857, 'Konstance', 'Elloy', 'Crotch', 'Poland', '1972-12-01T22:29:25Z', 76);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (351163757, 'Dona', 'Micklewicz', 'Spender', 'China', '1987-12-06T11:15:58Z', 93);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (309532411, 'Ave', 'Brittle', 'Onele', 'Poland', '1953-10-16T16:39:51Z', 79);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (399603968, 'Emery', 'Whettleton', 'Pratley', 'Indonesia', '1931-12-01T13:54:05Z', 84);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (465163611, 'Bancroft', 'Withnall', 'Beevis', 'United States', '1939-12-24T22:00:18Z', 64);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (493955383, 'Danita', 'Elsie', 'Duchart', 'Czech Republic', '1941-03-01T09:48:32Z', 72);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (355443615, 'Maxy', 'Stile', 'Glawsop', 'Vietnam', '1931-11-08T18:42:33Z', 65);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (438900846, 'Delinda', 'Geroldi', 'Blackater', 'Ethiopia', '2013-09-19T03:17:08Z', 79);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (375481132, 'Raphaela', 'Haddleston', 'Rudram', 'Japan', '1991-12-07T09:00:26Z', 77);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (415167088, 'Adoree', 'Gehrts', 'Shambroke', 'Philippines', '1984-07-20T16:02:46Z', 61);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (383651770, 'Nina', 'Ferrotti', 'Meiningen', 'Russia', '2000-12-05T15:57:17Z', 83);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (465552689, 'Liva', 'Florey', 'Malmar', 'Chile', '2003-05-21T16:32:57Z', 90);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (325679148, 'Larisa', 'Doman', 'Theuff', 'Macedonia', '1994-04-03T14:25:44Z', 84);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (478781341, 'Court', 'Tims', 'Byer', 'China', '1972-02-09T10:48:35Z', 75);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (448044179, 'Skyler', 'Daout', 'Kmiec', 'Libya', '1987-04-03T13:56:56Z', 67);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (319842978, 'Aigneis', 'Kacheller', 'Carse', 'China', '1955-07-02T13:53:00Z', 74);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (417696095, 'Warden', 'Dabell', 'Tayler', 'United States', '1950-02-25T03:09:59Z', 58);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (350385601, 'Lishe', 'Beller', 'Dyter', 'China', '1978-12-26T20:55:15Z', 83);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (346105743, 'Uta', 'Stilling', 'Bredee', 'Brazil', '1930-09-03T21:02:43Z', 62);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (378593756, 'Griswold', 'Elloit', 'Brugmann', 'Syria', '1943-02-05T07:57:31Z', 88);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (426839428, 'Ellswerth', 'Swann', 'Qusklay', 'Ukraine', '1940-09-24T17:55:21Z', 64);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (477614107, 'Jeniece', 'Drogan', 'Clementson', 'Poland', '1976-06-24T17:55:25Z', 68);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (450962264, 'Humberto', 'Rennock', 'Endean', 'France', '2001-07-18T18:43:38Z', 61);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (437149995, 'Kevon', 'Obert', 'Marcone', 'Portugal', '1998-07-31T01:57:12Z', 56);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (434426449, 'Debbie', 'Menat', 'Deinhard', 'Indonesia', '1965-08-18T19:01:16Z', 81);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (494733539, 'Bobbie', 'Sisey', 'Chafney', 'Paraguay', '1978-01-28T23:25:25Z', 65);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (447849640, 'Chevy', 'Calder', 'Frome', 'China', '1978-10-10T01:33:58Z', 77);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (335406098, 'Tucker', 'Tudbald', 'Anten', 'Indonesia', '1980-06-14T17:42:11Z', 65);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (368672267, 'Arleyne', 'Tomkinson', 'Downe', 'Russia', '1947-06-04T13:06:11Z', 89);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (420614180, 'Berkly', 'Steggles', 'Tidbold', 'Indonesia', '2006-06-07T20:21:16Z', 79);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (487730135, 'Yvon', 'Roddy', 'Paprotny', 'Russia', '1980-01-13T14:01:25Z', 69);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (384624465, 'Moses', 'Jodkowski', 'Eddicott', 'Portugal', '1969-08-23T18:53:19Z', 64);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (347078438, 'Daisy', 'Kellog', 'Penritt', 'Czech Republic', '1997-10-27T17:19:16Z', 74);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (311088723, 'Bennie', 'Print', 'Gumby', 'Philippines', '1950-07-30T16:15:22Z', 61);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (497846163, 'Nance', 'Haslehurst', 'Weeds', 'Philippines', '1988-03-28T01:58:01Z', 90);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (488119213, 'Calida', 'Allmen', 'Cicci', 'Indonesia', '1934-09-13T16:22:11Z', 76);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (327429999, 'Sophi', 'Andrault', 'Edge', 'Syria', '1954-02-19T20:49:48Z', 88);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (497068007, 'Hartley', 'Mounch', 'Samms', 'Sweden', '2018-10-02T06:39:34Z', 71);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (438122690, 'Sutherland', 'Balsdon', 'Polson', 'Canada', '1992-09-01T14:41:34Z', 80);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (342993119, 'Andrea', 'Hanssmann', 'Hughes', 'Russia', '2000-02-15T13:58:23Z', 80);
insert into Persona (cedula, nombre, primerApellido, segundoApellido, nacionalidad, fechaNacimiento, idUbicacion) values (310310567, 'Agnes', 'Bentz', 'Marusic', 'China', '1965-12-21T17:36:33Z', 70);
